head,relation,tail
2106.07553,BELONGS_TO,Technology_AR
2106.07553,PROPOSED,Method_schema
2106.07553,PROPOSED,Method_analogical_reasoning
Method_schema,USES,Technology_AR
Method_schema,IMPROVES,Method_analogical_reasoning
Method_analogical_reasoning,USES,Technology_AR
Method_analogical_reasoning,IMPROVES,Method_schema
2205.13225,BELONGS_TO,Technology_DevFormer
2205.13225,BELONGS_TO,Technology_DevFoemer
2310.20201,BELONGS_TO,Technology_EVA
2310.20201,PROPOSED,Method_Ambiguity_augmentation
Method_Ambiguity_augmentation,USES,Technology_EVA
2311.14759,BELONGS_TO,Technology_ML
2311.14759,PROPOSED,Method_ML
2311.14759,PROPOSED,Method_Machine_Learning
2305.12092,BELONGS_TO,Technology_XLM-R
2305.12092,BELONGS_TO,Technology_ESCO
2402.18209,BELONGS_TO,Technology_DaCy_2.6.0
2401.13887,PROPOSED,Method_machine_learning
2409.01952,PROPOSED,Method_trigger_detection
2409.01952,PROPOSED,Method_BDDR
2409.01952,RESEARCH_ON,Task_trigger_detection
Method_trigger_detection,IMPROVES,Method_BDDR
Method_trigger_detection,EVALUATES,Task_trigger_detection
Method_BDDR,IMPROVES,Method_trigger_detection
Method_BDDR,EVALUATES,Task_trigger_detection
2408.04965,BELONGS_TO,Technology_NLP
2408.04965,RESEARCH_ON,Task_natural_language_classification
Technology_NLP,BELONGS_TO,Task_natural_language_classification
2010.03688,BELONGS_TO,Technology_AxFormer
2010.03688,RESEARCH_ON,Task_GLUE_and_SQUAD
Technology_AxFormer,BELONGS_TO,Task_GLUE_and_SQUAD
2305.09598,BELONGS_TO,Technology_NLP
2305.09598,BELONGS_TO,Technology_DAEE
2305.09598,PROPOSED,Method_Denoised_Structure-to-Text_Augmentation
Method_Denoised_Structure-to-Text_Augmentation,USES,Technology_NLP
Method_Denoised_Structure-to-Text_Augmentation,USES,Technology_DAEE
2306.17180,PROPOSED,Method_medical_imaging
2306.17180,PROPOSED,Method_IU_Chest_X-ray
2306.17180,PROPOSED,Method_MIMIC-CXR
Method_medical_imaging,IMPROVES,Method_IU_Chest_X-ray
Method_medical_imaging,IMPROVES,Method_MIMIC-CXR
Method_IU_Chest_X-ray,IMPROVES,Method_medical_imaging
Method_IU_Chest_X-ray,IMPROVES,Method_MIMIC-CXR
Method_MIMIC-CXR,IMPROVES,Method_medical_imaging
Method_MIMIC-CXR,IMPROVES,Method_IU_Chest_X-ray
2105.03801,PROPOSED,Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
2105.03801,PROPOSED,Method_explicit_content_selection
2105.03801,PROPOSED,Method_local_self-attention
2105.03801,RESEARCH_ON,Task_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection,IMPROVES,Method_explicit_content_selection
Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection,IMPROVES,Method_local_self-attention
Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection,EVALUATES,Task_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
Method_explicit_content_selection,IMPROVES,Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
Method_explicit_content_selection,IMPROVES,Method_local_self-attention
Method_explicit_content_selection,EVALUATES,Task_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
Method_local_self-attention,IMPROVES,Method_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
Method_local_self-attention,IMPROVES,Method_explicit_content_selection
Method_local_self-attention,EVALUATES,Task_Long-Span_Summarization_via_Local_Attention_and_Content_Selection
1710.08963,PROPOSED,Method_Scaling_Text_with_the_Class_Affinity_Model
2008.11238,BELONGS_TO,Technology_cTAKES
2008.11238,BELONGS_TO,Technology_Natural_Language_Processing
2008.11238,PROPOSED,Method_topic_modeling
2008.11238,PROPOSED,Method_Natural_Language_Processing
2008.11238,PROPOSED,Method_Latent_Dirichlet_Allocation
Method_topic_modeling,USES,Technology_cTAKES
Method_topic_modeling,USES,Technology_Natural_Language_Processing
Method_topic_modeling,IMPROVES,Method_Natural_Language_Processing
Method_topic_modeling,IMPROVES,Method_Latent_Dirichlet_Allocation
Method_Natural_Language_Processing,USES,Technology_cTAKES
Method_Natural_Language_Processing,IMPROVES,Method_topic_modeling
Method_Natural_Language_Processing,IMPROVES,Method_Latent_Dirichlet_Allocation
Method_Latent_Dirichlet_Allocation,USES,Technology_cTAKES
Method_Latent_Dirichlet_Allocation,USES,Technology_Natural_Language_Processing
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_topic_modeling
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_Natural_Language_Processing
1904.05308,RESEARCH_ON,Task_Deep_Neural_Networks_Ensemble_for_Detecting_Medication_Mentions_in_Tweets
2304.04454,PROPOSED,Method_auer_quadratures
2207.04796,BELONGS_TO,Technology_NLP
2207.04796,RESEARCH_ON,Task_Tunisian_Arabish_Corpus
Technology_NLP,BELONGS_TO,Task_Tunisian_Arabish_Corpus
2211.05371,BELONGS_TO,Technology_MSDT
1904.04032,PROPOSED,Method_WordSim353_corpora
1808.10822,RESEARCH_ON,Task_Seeing_Colors:_Learning_Semantic_Text_Encoding_for_Classification
2110.04071,RESEARCH_ON,Task_Generative_Pre-Trained_Transformer_for_Cardiac_Abnormality_Detection
2204.13743,RESEARCH_ON,Task_NER
cmp-lg/9406016,BELONGS_TO,Technology_ML
cmp-lg/9406016,PROPOSED,Method_ML_algorithms
cmp-lg/9406016,RESEARCH_ON,Task_Corpus-Driven_Knowledge_Acquisition_for_Discourse_Analysis
Method_ML_algorithms,USES,Technology_ML
Method_ML_algorithms,EVALUATES,Task_Corpus-Driven_Knowledge_Acquisition_for_Discourse_Analysis
Technology_ML,BELONGS_TO,Task_Corpus-Driven_Knowledge_Acquisition_for_Discourse_Analysis
2312.16168,RESEARCH_ON,Task_human_trajectory_prediction
2308.07107,PROPOSED,Method_term-based_sparse_retrieval_methods_with_rapid_response
1901.04831,BELONGS_TO,Technology_Music_Information_Retrieval
1901.04831,BELONGS_TO,Technology_Natural_Language_Processing
1904.02817,PROPOSED,Method_Unsupervised_Domain_Adaptation_of_Contextualized_Embeddings_for_Sequence_Labeling
1904.02817,PROPOSED,Method_sequence_labeling
1904.02817,PROPOSED,Method_domain-adaptive_fine-tuning
Method_Unsupervised_Domain_Adaptation_of_Contextualized_Embeddings_for_Sequence_Labeling,IMPROVES,Method_sequence_labeling
Method_Unsupervised_Domain_Adaptation_of_Contextualized_Embeddings_for_Sequence_Labeling,IMPROVES,Method_domain-adaptive_fine-tuning
Method_sequence_labeling,IMPROVES,Method_Unsupervised_Domain_Adaptation_of_Contextualized_Embeddings_for_Sequence_Labeling
Method_sequence_labeling,IMPROVES,Method_domain-adaptive_fine-tuning
Method_domain-adaptive_fine-tuning,IMPROVES,Method_Unsupervised_Domain_Adaptation_of_Contextualized_Embeddings_for_Sequence_Labeling
Method_domain-adaptive_fine-tuning,IMPROVES,Method_sequence_labeling
2402.03131,PROPOSED,Method_Event_Argument_Extraction
2402.03131,PROPOSED,Method_Entity_Recognition
2402.03131,RESEARCH_ON,Task_Event_Argument_Extraction
2402.03131,RESEARCH_ON,Task_Entity_Recognition
Method_Event_Argument_Extraction,IMPROVES,Method_Entity_Recognition
Method_Event_Argument_Extraction,EVALUATES,Task_Event_Argument_Extraction
Method_Event_Argument_Extraction,EVALUATES,Task_Entity_Recognition
Method_Entity_Recognition,IMPROVES,Method_Event_Argument_Extraction
Method_Entity_Recognition,EVALUATES,Task_Event_Argument_Extraction
Method_Entity_Recognition,EVALUATES,Task_Entity_Recognition
2412.18281,BELONGS_TO,Technology_GenAI
2412.18281,BELONGS_TO,Technology_AI
2211.15924,PROPOSED,Method_Weakly_Supervised_Learning
2211.15924,PROPOSED,Method_computed_tomography
2211.15924,PROPOSED,Method_orrhage_detection_in_brain_CT
2211.15924,RESEARCH_ON,Task_image-level_hemorrhage_detection
2211.15924,RESEARCH_ON,Task_examination-level_hemorrhage_detection
Method_Weakly_Supervised_Learning,IMPROVES,Method_computed_tomography
Method_Weakly_Supervised_Learning,IMPROVES,Method_orrhage_detection_in_brain_CT
Method_Weakly_Supervised_Learning,EVALUATES,Task_image-level_hemorrhage_detection
Method_Weakly_Supervised_Learning,EVALUATES,Task_examination-level_hemorrhage_detection
Method_computed_tomography,IMPROVES,Method_Weakly_Supervised_Learning
Method_computed_tomography,IMPROVES,Method_orrhage_detection_in_brain_CT
Method_computed_tomography,EVALUATES,Task_image-level_hemorrhage_detection
Method_computed_tomography,EVALUATES,Task_examination-level_hemorrhage_detection
Method_orrhage_detection_in_brain_CT,IMPROVES,Method_Weakly_Supervised_Learning
Method_orrhage_detection_in_brain_CT,IMPROVES,Method_computed_tomography
Method_orrhage_detection_in_brain_CT,EVALUATES,Task_image-level_hemorrhage_detection
Method_orrhage_detection_in_brain_CT,EVALUATES,Task_examination-level_hemorrhage_detection
2305.12307,BELONGS_TO,Technology_FET
2305.12307,PROPOSED,Method_FET
2305.12307,PROPOSED,Method_OntoType
2305.12307,PROPOSED,Method_ChatGPT
Method_FET,USES,Technology_FET
Method_FET,IMPROVES,Method_OntoType
Method_FET,IMPROVES,Method_ChatGPT
Method_OntoType,USES,Technology_FET
Method_OntoType,IMPROVES,Method_FET
Method_OntoType,IMPROVES,Method_ChatGPT
Method_ChatGPT,USES,Technology_FET
Method_ChatGPT,IMPROVES,Method_FET
Method_ChatGPT,IMPROVES,Method_OntoType
2105.00813,PROPOSED,Method_segmentation_and_segment_labeling
2105.00813,RESEARCH_ON,Task_segmentation_and_segment_labeling
Method_segmentation_and_segment_labeling,EVALUATES,Task_segmentation_and_segment_labeling
2111.08510,RESEARCH_ON,Task_Explainable_Natural_Language_Processing_to_Determine_the_Severity_of_a_Computer_Security_Vulnerability
2404.08156,RESEARCH_ON,Task_Multimodal_Contextual_Dialogue_Breakdown
2405.00465,RESEARCH_ON,Task_triple_extraction
2302.01588,RESEARCH_ON,Task_document_classification
2109.03487,PROPOSED,Method_machine_learning
2411.14133,BELONGS_TO,Technology_GASP
2411.14133,PROPOSED,Method_GASP
Method_GASP,USES,Technology_GASP
2502.08109,BELONGS_TO,Technology_HuDEx
1910.06411,PROPOSED,Method_Natural_Language_Processing
1910.06411,PROPOSED,Method_machine_translation
1910.06411,RESEARCH_ON,Task_Mapping_Supervised_Bilingual_Word_Embeddings_from_English_to_low-resource_languages
Method_Natural_Language_Processing,IMPROVES,Method_machine_translation
Method_Natural_Language_Processing,EVALUATES,Task_Mapping_Supervised_Bilingual_Word_Embeddings_from_English_to_low-resource_languages
Method_machine_translation,IMPROVES,Method_Natural_Language_Processing
Method_machine_translation,EVALUATES,Task_Mapping_Supervised_Bilingual_Word_Embeddings_from_English_to_low-resource_languages
2102.08898,RESEARCH_ON,Task_Conformal_Prediction_with_Auxiliary_Tasks
2107.00315,BELONGS_TO,Technology_NLP
2408.09304,BELONGS_TO,Technology_CyberPal.AI
2408.09304,BELONGS_TO,Technology_SecKnowledge
2502.01364,BELONGS_TO,Technology_AI
2502.01364,PROPOSED,Method_BERT
2502.01364,PROPOSED,Method_VADER
2502.01364,PROPOSED,Method_sentiment_analysis
2502.01364,PROPOSED,Method_emotion_detection
2502.01364,PROPOSED,Method_natural_language_processing
Method_BERT,USES,Technology_AI
Method_BERT,IMPROVES,Method_VADER
Method_BERT,IMPROVES,Method_sentiment_analysis
Method_BERT,IMPROVES,Method_emotion_detection
Method_VADER,USES,Technology_AI
Method_VADER,IMPROVES,Method_BERT
Method_VADER,IMPROVES,Method_sentiment_analysis
Method_VADER,IMPROVES,Method_emotion_detection
Method_VADER,IMPROVES,Method_natural_language_processing
Method_sentiment_analysis,USES,Technology_AI
Method_sentiment_analysis,IMPROVES,Method_BERT
Method_sentiment_analysis,IMPROVES,Method_VADER
Method_sentiment_analysis,IMPROVES,Method_emotion_detection
Method_sentiment_analysis,IMPROVES,Method_natural_language_processing
Method_emotion_detection,USES,Technology_AI
Method_emotion_detection,IMPROVES,Method_BERT
Method_emotion_detection,IMPROVES,Method_VADER
Method_emotion_detection,IMPROVES,Method_sentiment_analysis
Method_emotion_detection,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,IMPROVES,Method_VADER
Method_natural_language_processing,IMPROVES,Method_sentiment_analysis
Method_natural_language_processing,IMPROVES,Method_emotion_detection
1812.03519,BELONGS_TO,Technology_AI
1812.03519,BELONGS_TO,Technology_Android
2107.10989,BELONGS_TO,Technology_Deep_learning
2107.10989,BELONGS_TO,Technology_Java
1810.06306,BELONGS_TO,Technology_NLP
1912.07946,BELONGS_TO,Technology_Natural_Language_Processing
1912.07946,BELONGS_TO,Technology_NLP
1912.07946,PROPOSED,Method_fine-tuning
Method_fine-tuning,USES,Technology_Natural_Language_Processing
2301.12031,BELONGS_TO,Technology_SciBERT
2301.12031,BELONGS_TO,Technology_SciEdBERT
2406.12220,BELONGS_TO,Technology_MLP-Mixer
2406.12220,BELONGS_TO,Technology_Parallelized_MLP-Mixer
2406.12220,BELONGS_TO,Technology_MLP-Mixers
1611.08097,BELONGS_TO,Technology_computer_graphics
1611.08097,PROPOSED,Method_computer_graphics
1611.08097,PROPOSED,Method_graphs
Method_computer_graphics,USES,Technology_computer_graphics
Method_computer_graphics,IMPROVES,Method_graphs
Method_graphs,USES,Technology_computer_graphics
Method_graphs,IMPROVES,Method_computer_graphics
2211.00881,BELONGS_TO,Technology_AMRPG
2110.00125,PROPOSED,Method_legal_text_analysis
2110.00125,PROPOSED,Method_argument_mining
Method_legal_text_analysis,IMPROVES,Method_argument_mining
Method_argument_mining,IMPROVES,Method_legal_text_analysis
2204.11598,BELONGS_TO,Technology_ICA
2404.18759,BELONGS_TO,Technology_NLP
2305.19589,PROPOSED,Method_LMs
2001.06629,RESEARCH_ON,Task_Semantic_change_detection
2203.12667,BELONGS_TO,Technology_AI
2111.00160,BELONGS_TO,Technology_Dually_Sparsity-Embedded_Efficient_Tuning_(DSEE
2412.15360,PROPOSED,Method_F1>0.8
2412.15360,PROPOSED,Method_Latent_Dirichlet_Allocation
2412.15360,PROPOSED,Method_BERT
Method_F1>0.8,IMPROVES,Method_Latent_Dirichlet_Allocation
Method_F1>0.8,IMPROVES,Method_BERT
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_F1>0.8
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_BERT
Method_BERT,IMPROVES,Method_F1>0.8
Method_BERT,IMPROVES,Method_Latent_Dirichlet_Allocation
2310.14855,PROPOSED,Method_manual_post-editing
2408.04675,BELONGS_TO,Technology_ACLReady
2209.06528,PROPOSED,Method_XAI
2410.20245,BELONGS_TO,Technology_SMART
2410.20245,PROPOSED,Method_SMART
Method_SMART,USES,Technology_SMART
2501.14406,BELONGS_TO,Technology_Raspberry_Pi_5
2210.11695,RESEARCH_ON,Task_Global_Counterfactual_Explainer_for_Graph_Neural_Networks
2210.11695,RESEARCH_ON,Task_GCFExplainer
2408.04643,BELONGS_TO,Technology_LLaMA
2104.09791,PROPOSED,Method_B-PROP
2406.19803,BELONGS_TO,Technology_NLP
2406.19803,BELONGS_TO,Technology_Gemini_Pro
2406.19803,BELONGS_TO,Technology_API
2406.19803,RESEARCH_ON,Task_Scalable_and_Domain-General_Abstractive_Proposition_Segmentation
Technology_NLP,BELONGS_TO,Task_Scalable_and_Domain-General_Abstractive_Proposition_Segmentation
Technology_Gemini_Pro,BELONGS_TO,Task_Scalable_and_Domain-General_Abstractive_Proposition_Segmentation
Technology_API,BELONGS_TO,Task_Scalable_and_Domain-General_Abstractive_Proposition_Segmentation
1608.01406,BELONGS_TO,Technology_quantum_computation
1608.01406,PROPOSED,Method_quantum_computation
Method_quantum_computation,USES,Technology_quantum_computation
1911.01857,PROPOSED,Method_Video_Captioning_with_Text-based_Dynamic_Attention_and_Step-by-Step_Learning
2203.07653,PROPOSED,Method_common_data_modification_strategies
2111.14929,PROPOSED,Method_tweets
2209.12816,BELONGS_TO,Technology_Fast-FNet
2209.12816,BELONGS_TO,Technology_FT
2209.12816,PROPOSED,Method_Fast-FNet:_Accelerating_Transformer_Encoder_Models_via_Efficient_Fourier_Layers
Method_Fast-FNet:_Accelerating_Transformer_Encoder_Models_via_Efficient_Fourier_Layers,USES,Technology_Fast-FNet
Method_Fast-FNet:_Accelerating_Transformer_Encoder_Models_via_Efficient_Fourier_Layers,USES,Technology_FT
2412.12955,BELONGS_TO,Technology_NLP
2004.10245,BELONGS_TO,Technology_F-ETANA
2502.07542,BELONGS_TO,Technology_rmers
2203.12171,BELONGS_TO,Technology_NLP
2203.12171,PROPOSED,Method_memorization_attribution_method
Method_memorization_attribution_method,USES,Technology_NLP
2311.08390,BELONGS_TO,Technology_SC
2311.08390,PROPOSED,Method_SC
2311.08390,RESEARCH_ON,Task_Chain-of-Thought
2311.08390,RESEARCH_ON,Task_SC
Method_SC,USES,Technology_SC
Method_SC,EVALUATES,Task_Chain-of-Thought
Method_SC,EVALUATES,Task_SC
Technology_SC,BELONGS_TO,Task_Chain-of-Thought
Technology_SC,BELONGS_TO,Task_SC
2006.07698,BELONGS_TO,Technology_XLNet
2111.01515,BELONGS_TO,Technology_Bidirectional_LSTM
1510.00756,PROPOSED,Method_natural_language_processing
2007.08052,PROPOSED,Method_WPE
2502.10868,RESEARCH_ON,Task_NitiBench-Tax
2403.12374,BELONGS_TO,Technology_GatorTronGPT
2111.09564,PROPOSED,Method_masked_language_modeling
2111.09564,RESEARCH_ON,Task_System_Log_Anomaly_Detection
Method_masked_language_modeling,EVALUATES,Task_System_Log_Anomaly_Detection
2403.12563,PROPOSED,Method_removing_stopwords_while_keeping_punctuation_and_low-frequency_words
1906.00204,RESEARCH_ON,Task_Perceptual_Evaluation_of_Adversarial_Attacks
1612.03618,BELONGS_TO,Technology_Java
2502.13875,BELONGS_TO,Technology_MEX
2502.13875,BELONGS_TO,Technology_Refer-KITTI
2502.13875,PROPOSED,Method_RMOT
2502.13875,PROPOSED,Method_Referring_Multi-Object_Tracking
2502.13875,PROPOSED,Method_MEX
Method_RMOT,USES,Technology_MEX
Method_RMOT,USES,Technology_Refer-KITTI
Method_RMOT,IMPROVES,Method_Referring_Multi-Object_Tracking
Method_RMOT,IMPROVES,Method_MEX
Method_Referring_Multi-Object_Tracking,USES,Technology_MEX
Method_Referring_Multi-Object_Tracking,USES,Technology_Refer-KITTI
Method_Referring_Multi-Object_Tracking,IMPROVES,Method_RMOT
Method_Referring_Multi-Object_Tracking,IMPROVES,Method_MEX
Method_MEX,USES,Technology_MEX
Method_MEX,USES,Technology_Refer-KITTI
Method_MEX,IMPROVES,Method_RMOT
Method_MEX,IMPROVES,Method_Referring_Multi-Object_Tracking
2110.08975,BELONGS_TO,Technology_AI
2110.08975,BELONGS_TO,Technology_TLMs
2411.09184,PROPOSED,Method_statistical_methods_and_natural_language_processing_techniques
2403.04758,BELONGS_TO,Technology_KnowledgeVis
2403.04758,BELONGS_TO,Technology_nowledgeVis
2403.04758,BELONGS_TO,Technology_NLP
2308.13467,BELONGS_TO,Technology_ConceptNet
2308.13467,BELONGS_TO,Technology_Wikipedia
2411.11350,BELONGS_TO,Technology_Chronos
2411.11350,PROPOSED,Method_Zero-Shot_Load_Forecasting_with_Large_Language_Models
2411.11350,RESEARCH_ON,Task_Zero-Shot_Load_Forecasting_with_Large_Language_Models
Method_Zero-Shot_Load_Forecasting_with_Large_Language_Models,USES,Technology_Chronos
Method_Zero-Shot_Load_Forecasting_with_Large_Language_Models,EVALUATES,Task_Zero-Shot_Load_Forecasting_with_Large_Language_Models
Technology_Chronos,BELONGS_TO,Task_Zero-Shot_Load_Forecasting_with_Large_Language_Models
1910.11204,RESEARCH_ON,Task_SRL
2208.04094,BELONGS_TO,Technology_Generative_Adversarial_Nets_(GANs
2311.11967,BELONGS_TO,Technology_AI
2311.11967,PROPOSED,Method_Automatic_Analysis_of_Substantiation_in_Scientific_Peer_Reviews
2311.11967,RESEARCH_ON,Task_Automatic_Analysis_of_Substantiation_in_Scientific_Peer_Reviews
Method_Automatic_Analysis_of_Substantiation_in_Scientific_Peer_Reviews,USES,Technology_AI
Method_Automatic_Analysis_of_Substantiation_in_Scientific_Peer_Reviews,EVALUATES,Task_Automatic_Analysis_of_Substantiation_in_Scientific_Peer_Reviews
